user_id,genres,item_id,item_name
76561198073210139,Adventure,304050,Trove
76561198073210139,Casual,304050,Trove
76561198073210139,Free to Play,304050,Trove
76561198073210139,Massively Multiplayer,304050,Trove
76561198073210139,RPG,304050,Trove
Nozomikat,Action,210770,Sanctum 2
Nozomikat,Indie,210770,Sanctum 2
Nozomikat,Strategy,210770,Sanctum 2
xfluttersx,nan,410,
76561198056290589,Action,730,Counter-Strike: Global Offensive
ii_voltage_ii,nan,203290,America's Army: Proving Grounds
76561198097762318,Action,233150,
76561198097762318,Indie,233150,
76561198097762318,Simulation,233150,
Hirukaz,Action,550,Left 4 Dead 2
StelerForYou,Action,211820,Starbound
StelerForYou,Adventure,211820,Starbound
StelerForYou,Casual,211820,Starbound
StelerForYou,Indie,211820,Starbound
StelerForYou,RPG,211820,Starbound
76561198183396245,Action,440,
76561198183396245,Free to Play,440,
Xx-Woods,Free to Play,113420,
Xx-Woods,Massively Multiplayer,113420,
Xx-Woods,RPG,113420,
kevinator23,Action,440,
kevinator23,Free to Play,440,
76561198090715178,Action,304930,Unturned
76561198090715178,Adventure,304930,Unturned
76561198090715178,Casual,304930,Unturned
76561198090715178,Free to Play,304930,Unturned
76561198090715178,Indie,304930,Unturned
CatsWhale,Action,206210,
CatsWhale,Free to Play,206210,
76561198073784601,Action,299740,
76561198073784601,Adventure,299740,
76561198073784601,Indie,299740,
76561198073784601,Massively Multiplayer,299740,
76561198073784601,RPG,299740,
76561198073784601,Simulation,299740,
76561198073784601,Strategy,299740,
76561198073784601,Early Access,299740,
mimimomoma,Action,730,
76561198102410011,Action,440,
76561198102410011,Free to Play,440,
de_Butl3r,Action,209870,Blacklight: Retribution
de_Butl3r,Free to Play,209870,Blacklight: Retribution
76561198027947401,Action,304050,Trove
76561198027947401,Adventure,304050,Trove
76561198027947401,Casual,304050,Trove
76561198027947401,Free to Play,304050,Trove
76561198027947401,Massively Multiplayer,304050,Trove
76561198027947401,RPG,304050,Trove
Bluezap1,nan,413850,CS:GO Player Profiles
76561198074200011,Action,730,Counter-Strike: Global Offensive
jonasdbomb,Action,346110,ARK: Survival Evolved
jonasdbomb,Adventure,346110,ARK: Survival Evolved
jonasdbomb,Indie,346110,ARK: Survival Evolved
jonasdbomb,Massively Multiplayer,346110,ARK: Survival Evolved
jonasdbomb,RPG,346110,ARK: Survival Evolved
L1J1N,nan,570,
Lord_Exploit,Action,322170,Geometry Dash
Lord_Exploit,Indie,322170,Geometry Dash
AVATAR715,Indie,249570,The Castle Doctrine
AVATAR715,Massively Multiplayer,249570,The Castle Doctrine
AVATAR715,Strategy,249570,The Castle Doctrine
YieuwMage,Action,730,Counter-Strike: Global Offensive
76561198078752187,Action,240,
A-Very-Sly-Person,Action,440,
A-Very-Sly-Person,Free to Play,440,
76561198211054671,Action,333930,
76561198211054671,Free to Play,333930,
76561197994493402,Action,440,
76561197994493402,Free to Play,440,
Koolcaz12,Strategy,298050,
76561198065656175,nan,383080,Sakura Clicker
76561198188979775,Action,440,
76561198188979775,Free to Play,440,
97396295,Action,291550,Brawlhalla
97396295,Free to Play,291550,Brawlhalla
97396295,Indie,291550,Brawlhalla
76561198126640317,Action,730,Counter-Strike: Global Offensive
DemonicWolvz,Action,550,Left 4 Dead 2
DieMadchenschanderin,nan,227680,
DieMadchenschanderin,nan,227680,
GGargula,nan,233250,Planetary Annihilation
Myther43,Action,273350,Evolve Stage 2
Myther43,Free to Play,273350,Evolve Stage 2
getf0kinn0sc0pedm9,Action,440,
getf0kinn0sc0pedm9,Free to Play,440,
76561198141443390,Action,730,
76561198097333029,nan,570,
whodafuqisthisguilao,Action,730,Counter-Strike: Global Offensive
Magjiikal,nan,313740,Sakura Spirit
ohnospaghet,Action,264200,One Finger Death Punch
ohnospaghet,Casual,264200,One Finger Death Punch
ohnospaghet,Indie,264200,One Finger Death Punch
76561198050347115,nan,292030,The Witcher 3: Wild Hunt
2768820078,Action,222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH
76561198056392326,Action,269210,Hero Siege
76561198056392326,Adventure,269210,Hero Siege
76561198056392326,Indie,269210,Hero Siege
76561198056392326,Massively Multiplayer,269210,Hero Siege
76561198056392326,RPG,269210,Hero Siege
2d4nk4m3,Free to Play,47410,Stronghold Kingdoms
2d4nk4m3,Massively Multiplayer,47410,Stronghold Kingdoms
2d4nk4m3,Strategy,47410,Stronghold Kingdoms
76561198078478151,Action,730,Counter-Strike: Global Offensive
exiaez,Indie,365450,Hacknet
exiaez,Simulation,365450,Hacknet
76561198095921854,RPG,245620,Tropico 5
76561198095921854,Simulation,245620,Tropico 5
76561198095921854,Strategy,245620,Tropico 5
EizanAratoFujimaki,Action,359550,
TeCool,nan,314130,
2xDelorean,Action,440,
2xDelorean,Free to Play,440,
washington_,Adventure,417860,Emily is Away
washington_,Casual,417860,Emily is Away
washington_,Free to Play,417860,Emily is Away
washington_,Indie,417860,Emily is Away
washington_,Simulation,417860,Emily is Away
jewxxl,nan,251970,
76561198088944293,Action,304930,Unturned
76561198088944293,Adventure,304930,Unturned
76561198088944293,Casual,304930,Unturned
76561198088944293,Free to Play,304930,Unturned
76561198088944293,Indie,304930,Unturned
76561198092540221,Action,440,
76561198092540221,Free to Play,440,
76561198051258119,Action,730,Counter-Strike: Global Offensive
nubquake123,Adventure,265610,Epic Battle Fantasy 4
nubquake123,RPG,265610,Epic Battle Fantasy 4
Pyromanic,Action,240,Counter-Strike: Source
76561198109656922,Action,440,
76561198109656922,Free to Play,440,
CobRazor,Action,252490,Rust
CobRazor,Adventure,252490,Rust
CobRazor,Indie,252490,Rust
CobRazor,Massively Multiplayer,252490,Rust
CobRazor,RPG,252490,Rust
CobRazor,Early Access,252490,Rust
relesprit,Strategy,8930,Sid Meier's Civilization V
relesprit,Strategy,8930,Sid Meier's Civilization V
WitchHunter4542,Action,224260,No More Room in Hell
WitchHunter4542,Free to Play,224260,No More Room in Hell
WitchHunter4542,Indie,224260,No More Room in Hell
pwrt,Action,440,
pwrt,Free to Play,440,
wantmahbody,Action,440,
wantmahbody,Action,440,
wantmahbody,Free to Play,440,
wantmahbody,Free to Play,440,
76561198115868847,Action,219640,Chivalry: Medieval Warfare
76561198115868847,Indie,219640,Chivalry: Medieval Warfare
benedictcuminherbatch,nan,570,
76561198031207016,Strategy,8930,Sid Meier's Civilization V
76561198043458582,Strategy,231430,Company of Heroes 2
smashiroshh,nan,218620,PAYDAY 2
shark854,Action,225540,Just Cause 3
shark854,Adventure,225540,Just Cause 3
killbunny38,Action,333930,Dirty Bomb
killbunny38,Free to Play,333930,Dirty Bomb
76561198047630659,Action,230410,Warframe
76561198047630659,Action,230410,Warframe
76561198047630659,Free to Play,230410,Warframe
76561198047630659,Free to Play,230410,Warframe
1337lolroflmao,Action,243470,Watch_Dogs
1337lolroflmao,Adventure,243470,Watch_Dogs
sithjjf,Action,302830,
sithjjf,Free to Play,302830,
sithjjf,Early Access,302830,
76561198060039459,nan,570,
OzfurAtlas,Indie,212680,FTL: Faster Than Light
OzfurAtlas,Simulation,212680,FTL: Faster Than Light
OzfurAtlas,Strategy,212680,FTL: Faster Than Light
76561198065593074,Action,203750,Binary Domain
76561198044169764,Indie,4000,
76561198044169764,Simulation,4000,
euzi,nan,236390,War Thunder
76561198074935997,nan,437220,
76561197961778802,Action,730,
lucasrash,Action,440,
lucasrash,Free to Play,440,
76561198016602703,Action,433340,
76561198016602703,Adventure,433340,
76561198016602703,Indie,433340,
76561198016602703,Simulation,433340,
thisissohardtomakeoneup,Action,440,
thisissohardtomakeoneup,Free to Play,440,
76561198087010391,Indie,4000,Garry's Mod
76561198087010391,Simulation,4000,Garry's Mod
66666669999999,Action,302830,BLOCKADE 3D
66666669999999,Free to Play,302830,BLOCKADE 3D
66666669999999,Early Access,302830,BLOCKADE 3D
76561198061174192,Action,242760,The Forest
76561198061174192,Adventure,242760,The Forest
76561198061174192,Indie,242760,The Forest
76561198061174192,Simulation,242760,The Forest
76561198061174192,Early Access,242760,The Forest
ReMiXOfficalSteam,Action,352460,Dead Realm
ReMiXOfficalSteam,Adventure,352460,Dead Realm
ReMiXOfficalSteam,Indie,352460,Dead Realm
ReMiXOfficalSteam,Strategy,352460,Dead Realm
Wilfire77,Action,322920,theHunter: Primal
Wilfire77,Adventure,322920,theHunter: Primal
Wilfire77,Simulation,322920,theHunter: Primal
76561198084390807,Action,252490,Rust
76561198084390807,Adventure,252490,Rust
76561198084390807,Indie,252490,Rust
76561198084390807,Massively Multiplayer,252490,Rust
76561198084390807,RPG,252490,Rust
76561198084390807,Early Access,252490,Rust
Mastic,Adventure,278360,A Story About My Uncle
Mastic,Casual,278360,A Story About My Uncle
Mastic,Indie,278360,A Story About My Uncle
76561198028286104,Action,10180,Call of Duty: Modern Warfare 2
tarjla,Action,730,Counter-Strike: Global Offensive
deathnz1,Casual,276340,My Riding Stables: Life with Horses
deathnz1,Simulation,276340,My Riding Stables: Life with Horses
deathnz1,Sports,276340,My Riding Stables: Life with Horses
readingthis4noobs,Action,227940,Heroes & Generals
readingthis4noobs,Free to Play,227940,Heroes & Generals
readingthis4noobs,Indie,227940,Heroes & Generals
readingthis4noobs,Massively Multiplayer,227940,Heroes & Generals
76561198104393251,Action,304930,Unturned
76561198104393251,Adventure,304930,Unturned
76561198104393251,Casual,304930,Unturned
76561198104393251,Free to Play,304930,Unturned
76561198104393251,Indie,304930,Unturned
76561198075322986,Action,730,Counter-Strike: Global Offensive
redsncrimson,Action,440,
redsncrimson,Free to Play,440,
76561198151910904,Action,252950,Rocket League
76561198151910904,Indie,252950,Rocket League
76561198151910904,Racing,252950,Rocket League
76561198151910904,Sports,252950,Rocket League
H1DD3NT3RR0R,nan,570,
76561198071214618,Action,268750,Magicite
76561198071214618,Adventure,268750,Magicite
76561198071214618,Indie,268750,Magicite
76561198071214618,RPG,268750,Magicite
76561198115115631,nan,570,
76561198071175142,Action,271590,
76561198071175142,Adventure,271590,
t8s,Action,730,Counter-Strike: Global Offensive
pikawuu2,Indie,12900,Audiosurf
Sammeh00,Action,301520,Robocraft
Sammeh00,Free to Play,301520,Robocraft
Sammeh00,Indie,301520,Robocraft
Sammeh00,Massively Multiplayer,301520,Robocraft
Sammeh00,RPG,301520,Robocraft
Sammeh00,Simulation,301520,Robocraft
Michaelele,Action,304930,Unturned
Michaelele,Adventure,304930,Unturned
Michaelele,Casual,304930,Unturned
Michaelele,Free to Play,304930,Unturned
Michaelele,Indie,304930,Unturned
76561198045754869,Adventure,335670,LISA
76561198045754869,Indie,335670,LISA
76561198045754869,RPG,335670,LISA
76561198076098774,Adventure,215080,WAKFU
76561198076098774,Free to Play,215080,WAKFU
76561198076098774,Massively Multiplayer,215080,WAKFU
76561198076098774,RPG,215080,WAKFU
76561198076098774,Strategy,215080,WAKFU
76561198103253374,nan,570,
76561198048417105,Indie,270880,American Truck Simulator
76561198048417105,Simulation,270880,American Truck Simulator
76561198090842891,Action,8190,Just Cause 2
76561198090842891,Adventure,8190,Just Cause 2
76561198055767971,Action,247730,
76561198055767971,Indie,247730,
76561198055767971,Massively Multiplayer,247730,
76561198055767971,RPG,247730,
76561198055767971,Simulation,247730,
76561197998052647,nan,233630,Ascend: Hand of Kul
adohya343,Action,303390,Dead Bits
adohya343,Casual,303390,Dead Bits
adohya343,Indie,303390,Dead Bits
76561198145436942,Action,221100,DayZ
76561198145436942,Indie,221100,DayZ
76561198145436942,Massively Multiplayer,221100,DayZ
76561198145436942,Early Access,221100,DayZ
jjas01,Strategy,427820,
3xotic26,Action,550,Left 4 Dead 2
iamthetrashlord,Action,213670,South Parkâ¢: The Stick of Truthâ¢
iamthetrashlord,Adventure,213670,South Parkâ¢: The Stick of Truthâ¢
iamthetrashlord,RPG,213670,South Parkâ¢: The Stick of Truthâ¢
3dster,Action,550,Left 4 Dead 2
76561198079990063,Action,231040,Beatbuddy: Tale of the Guardians
76561198079990063,Adventure,231040,Beatbuddy: Tale of the Guardians
76561198079990063,Casual,231040,Beatbuddy: Tale of the Guardians
76561198079990063,Indie,231040,Beatbuddy: Tale of the Guardians
Forty-Nine,Action,376300,GUILTY GEAR Xrd -SIGN-
76561198051017916,nan,250600,The Plan
L4M1NAS,Action,221100,DayZ
L4M1NAS,Action,221100,DayZ
L4M1NAS,Indie,221100,DayZ
L4M1NAS,Indie,221100,DayZ
L4M1NAS,Massively Multiplayer,221100,DayZ
L4M1NAS,Massively Multiplayer,221100,DayZ
L4M1NAS,Early Access,221100,DayZ
L4M1NAS,Early Access,221100,DayZ
76561198096766604,Action,301520,Robocraft
76561198096766604,Free to Play,301520,Robocraft
76561198096766604,Indie,301520,Robocraft
76561198096766604,Massively Multiplayer,301520,Robocraft
76561198096766604,RPG,301520,Robocraft
76561198096766604,Simulation,301520,Robocraft
76561197995322437,nan,264710,Subnautica
imsojipper,nan,218620,PAYDAY 2
76561198084542731,Action,47790,Medal of Honor(TM) Single Player
76561198103671881,nan,570,
mrpfresh,Adventure,232790,Broken Age
mrpfresh,Casual,232790,Broken Age
mrpfresh,Indie,232790,Broken Age
GamerFag,Action,1250,Killing Floor
EHS-R3AP3R,Action,209160,
chidori_647,Action,215470,Primal Carnage
chidori_647,Indie,215470,Primal Carnage
76561198092227136,Action,1250,Killing Floor
hellcat59,Indie,4000,Garry's Mod
hellcat59,Simulation,4000,Garry's Mod
76561198007584361,nan,401650,
tbimperator,Action,35450,Rising Storm/Red Orchestra 2 Multiplayer
tbimperator,Massively Multiplayer,35450,Rising Storm/Red Orchestra 2 Multiplayer
tbimperator,Simulation,35450,Rising Storm/Red Orchestra 2 Multiplayer
Allahu_Akbar666,Action,304930,Unturned
Allahu_Akbar666,Adventure,304930,Unturned
Allahu_Akbar666,Casual,304930,Unturned
Allahu_Akbar666,Free to Play,304930,Unturned
Allahu_Akbar666,Indie,304930,Unturned
ulramite,Action,211820,Starbound
ulramite,Adventure,211820,Starbound
ulramite,Casual,211820,Starbound
ulramite,Indie,211820,Starbound
ulramite,RPG,211820,Starbound
-GM-Dragon,nan,244850,Space Engineers
76561198054040292,Adventure,298260,Only If
76561198054040292,Free to Play,298260,Only If
76561198054040292,Indie,298260,Only If
76561198078799606,Indie,233450,
76561198078799606,Simulation,233450,
76561198078799606,Strategy,233450,
I_DID_911_JUST_SAYING,Adventure,221260,Little Inferno
I_DID_911_JUST_SAYING,Casual,221260,Little Inferno
I_DID_911_JUST_SAYING,Indie,221260,Little Inferno
750805,nan,91310,Dead Island
diabeticfuck,Action,287700,METAL GEAR SOLID V: THE PHANTOM PAIN
diabeticfuck,Adventure,287700,METAL GEAR SOLID V: THE PHANTOM PAIN
76561198054465623,Action,113020,Monaco
76561198054465623,Adventure,113020,Monaco
76561198054465623,Casual,113020,Monaco
76561198054465623,Indie,113020,Monaco
76561198054465623,Strategy,113020,Monaco
aaropro,Action,221100,DayZ
aaropro,Indie,221100,DayZ
aaropro,Massively Multiplayer,221100,DayZ
aaropro,Early Access,221100,DayZ
abiam,nan,238960,Path of Exile
FrankoWalker,nan,236390,War Thunder
LightfootSword7,Adventure,383870,Firewatch
LightfootSword7,Indie,383870,Firewatch
SALTTHEW0UND,nan,383080,Sakura Clicker
express157,Action,304930,Unturned
express157,Adventure,304930,Unturned
express157,Casual,304930,Unturned
express157,Free to Play,304930,Unturned
express157,Indie,304930,Unturned
76561198074644990,Action,9180,Commander Keen Complete Pack
76561198064304806,Action,730,
TomoeMamiewe,Indie,4000,Garry's Mod
TomoeMamiewe,Simulation,4000,Garry's Mod
76561198057086148,Strategy,214950,Total War: ROME II - Emperor Edition
Acidius99,nan,271290,
acorn13,Action,271590,Grand Theft Auto V
acorn13,Adventure,271590,Grand Theft Auto V
adamcookie,nan,570,
AddzyTheBaddzy,Action,259080,
AddzyTheBaddzy,Adventure,259080,
mrfunkyjunkie,nan,249380,
mradobe7,Action,275850,No Man's Sky
mradobe7,Adventure,275850,No Man's Sky
76561198167207237,Action,620,Portal 2
76561198167207237,Adventure,620,Portal 2
cancerkek,Action,730,Counter-Strike: Global Offensive
76561198073508075,Adventure,218680,Scribblenauts Unlimited
76561198073508075,Casual,218680,Scribblenauts Unlimited
76561198073508075,Strategy,218680,Scribblenauts Unlimited
76561198074323290,Strategy,251060,
76561198090899557,Action,252490,Rust
76561198090899557,Adventure,252490,Rust
76561198090899557,Indie,252490,Rust
76561198090899557,Massively Multiplayer,252490,Rust
76561198090899557,RPG,252490,Rust
76561198090899557,Early Access,252490,Rust
advenger95,nan,72850,The Elder Scrolls V: Skyrim
EndAtHallow,Action,1250,Killing Floor
76561198063624801,Action,440,
76561198063624801,Free to Play,440,
aeryal,Action,440,
aeryal,Free to Play,440,
76561198070263209,nan,570,
76561198015968275,Action,248610,Door Kickers
76561198015968275,Indie,248610,Door Kickers
76561198015968275,Simulation,248610,Door Kickers
76561198015968275,Strategy,248610,Door Kickers
Agiegamma,Action,208090,Loadout
Agiegamma,Free to Play,208090,Loadout
Agiegamma,Indie,208090,Loadout
76561198082614708,Action,250340,Blockland
76561198082614708,Indie,250340,Blockland
76561198082614708,Simulation,250340,Blockland
Agronoth,Strategy,9450,"Warhammer 40,000: Dawn of War â Soulstorm"
UnholyFallenAngel,Action,221040,Resident Evil 6 / Biohazard 6
UnholyFallenAngel,Adventure,221040,Resident Evil 6 / Biohazard 6
76561198068565589,nan,263440,The Stomping Land
SlutOnTheSpit,Indie,4000,Garry's Mod
SlutOnTheSpit,Simulation,4000,Garry's Mod
WestyGaming,Action,223710,
WestyGaming,Adventure,223710,
WestyGaming,Indie,223710,
NaruseAiria,Simulation,208520,Omerta - City of Gangsters
NaruseAiria,Simulation,208520,Omerta - City of Gangsters
NaruseAiria,Strategy,208520,Omerta - City of Gangsters
NaruseAiria,Strategy,208520,Omerta - City of Gangsters
76561198067713802,Action,304930,Unturned
76561198067713802,Adventure,304930,Unturned
76561198067713802,Casual,304930,Unturned
76561198067713802,Free to Play,304930,Unturned
76561198067713802,Indie,304930,Unturned
76561198187212131,Action,730,Counter-Strike: Global Offensive
76561198044678148,Adventure,472680,
76561198044678148,Casual,472680,
76561198044678148,Free to Play,472680,
76561198044678148,Indie,472680,
Alex680,Indie,4000,
Alex680,Simulation,4000,
alansiulun,Casual,265930,Goat Simulator
alansiulun,Indie,265930,Goat Simulator
alansiulun,Simulation,265930,Goat Simulator
Albolah,Adventure,294650,Putt-Putt Goes to the Moon
Albolah,Casual,294650,Putt-Putt Goes to the Moon
76561198003056556,Action,233720,Surgeon Simulator
76561198003056556,Indie,233720,Surgeon Simulator
76561198003056556,Simulation,233720,Surgeon Simulator
maxpaynepillkiller,Action,243470,Watch_Dogs
maxpaynepillkiller,Adventure,243470,Watch_Dogs
AlexNoClutch,Indie,227860,
AlexNoClutch,Strategy,227860,
Alexwai04,nan,218620,
76561198095481910,Action,208090,Loadout
76561198095481910,Free to Play,208090,Loadout
76561198095481910,Indie,208090,Loadout
76561198164545985,Action,730,Counter-Strike: Global Offensive
AlkalineDeath,Adventure,240760,Wasteland 2
AlkalineDeath,Indie,240760,Wasteland 2
AlkalineDeath,RPG,240760,Wasteland 2
AlkalineDeath,Strategy,240760,Wasteland 2
76561198075935236,Action,250900,The Binding of Isaac: Rebirth
mintifreshbadger,Action,35450,Rising Storm/Red Orchestra 2 Multiplayer
